lift,756,571,130,224,Screenshot (153).png,1920,1080
lift,1028,571,102,235,Screenshot (156).png,1920,1080
lift,963,571,178,263,Screenshot (157).png,1920,1080
lift,694,565,176,238,Screenshot (164).png,1920,1080
lift,799,636,252,215,Screenshot (166).png,1920,1080
lift,694,580,173,235,Screenshot (169).png,1920,1080
lift,736,594,167,221,Screenshot (171).png,1920,1080
lift,807,571,136,232,Screenshot (172).png,1920,1080
lift,739,599,170,235,Screenshot (175).png,1920,1080
lift,702,667,283,235,Screenshot (177).png,1920,1080
lift,711,543,102,263,Screenshot (178).png,1920,1080
lift,702,557,108,235,Screenshot (182).png,1920,1080
lift,1065,591,207,212,Screenshot (183).png,1920,1080
lift,648,597,266,176,Screenshot (298).png,1920,1080
lift,716,625,224,212,Screenshot (299).png,1920,1080
lift,685,608,215,227,Screenshot (302).png,1920,1080
lift,646,588,156,212,Screenshot (303).png,1920,1080
lift,691,582,153,193,Screenshot (304).png,1920,1080
lift,889,602,102,246,Screenshot (305).png,1920,1080
lift,711,588,207,210,Screenshot (306).png,1920,1080
lift,1102,597,130,244,Screenshot (307).png,1920,1080
lift,1099,597,147,249,Screenshot (308).png,1920,1080
lift,711,690,303,181,Screenshot (309).png,1920,1080
lift,728,608,142,241,Screenshot (310).png,1920,1080
lift,807,540,113,238,Screenshot (311).png,1920,1080
lift,736,631,150,215,Screenshot (313).png,1920,1080
lift,736,597,178,204,Screenshot (314).png,1920,1080
lift,983,665,278,218,Screenshot (315).png,1920,1080
lift,861,679,300,232,Screenshot (316).png,1920,1080
lift,1073,628,210,224,Screenshot (318).png,1920,1080
lift,609,676,343,173,Screenshot (319).png,1920,1080
lift,620,580,195,238,Screenshot (320).png,1920,1080
lift,660,571,215,195,Screenshot (322).png,1920,1080
lift,920,580,244,244,Screenshot (323).png,1920,1080
lift,784,611,195,252,Screenshot (341).png,1920,1080
lift,1076,554,133,232,Screenshot (342).png,1920,1080
lift,1031,619,238,176,Screenshot (344).png,1920,1080
lift,1042,611,181,164,Screenshot (348).png,1920,1080
lift,827,580,88,229,Screenshot (350).png,1920,1080
lift,1048,614,161,187,Screenshot (357).png,1920,1080
lift,1096,631,224,204,Screenshot (358).png,1920,1080
lift,742,614,122,193,Screenshot (359).png,1920,1080
lift,1031,636,150,176,Screenshot (362).png,1920,1080
lift,736,633,147,173,Screenshot (368).png,1920,1080
lift,736,574,170,263,Screenshot (86).png,1920,1080
lift,1059,546,102,252,Screenshot (91).png,1920,1080
lift,982,484,153,246,b1.png,1918,940
lift,629,667,368,181,b10.png,1920,938
lift,1079,503,122,215,b11.png,1920,932
lift,1045,547,173,212,b12.png,1920,936
lift,1059,551,176,244,b13.png,1920,932
lift,685,529,193,238,b14.png,1920,933
lift,1056,482,178,246,b15.png,1920,925
lift,1065,475,142,249,b16.png,1920,928
lift,750,557,170,210,b17.png,1920,927
lift,748,537,122,221,b18.png,1920,933
lift,696,530,273,228,b19.png,1911,890
lift,770,585,105,221,b2.png,1920,1080
lift,844,554,232,235,b20.png,1920,921
lift,671,516,173,227,b3.png,1920,935
lift,1017,493,153,275,b4.png,1920,940
lift,993,542,164,195,b5.png,1912,932
lift,885,599,342,206,b6.png,1917,937
lift,980,553,144,207,b7.png,1920,937
lift,1000,525,139,258,b8.png,1920,942
lift,1028,541,184,190,b9.png,1920,940
lift,786,424,62,141,bolif (1).png,1366,768
lift,536,436,193,163,bolif (10).png,1366,768
lift,540,410,163,195,bolif (11).png,1366,768
lift,477,400,115,179,bolif (12).png,1366,768
lift,550,408,139,189,bolif (13).png,1366,768
lift,784,438,91,123,bolif (14).png,1366,768
lift,798,434,66,141,bolif (15).png,1366,768
lift,516,390,99,161,bolif (16).png,1366,768
lift,735,414,127,193,bolif (17).png,1366,768
lift,758,422,107,151,bolif (18).png,1366,768
lift,508,422,107,153,bolif (19).png,1366,768
lift,705,404,103,143,bolif (2).png,1366,768
lift,725,402,60,147,bolif (3).png,1366,768
lift,776,410,111,133,bolif (4).png,1366,768
lift,516,386,77,171,bolif (5).png,1366,768
lift,798,453,117,113,bolif (6).png,1366,768
lift,504,392,73,153,bolif (7).png,1366,768
lift,534,396,133,175,bolif (8).png,1366,768
lift,516,418,175,131,bolif (9).png,1366,768
lift,1087,622,184,227,bottom 1.png,1920,1080
lift,711,608,113,252,bottom 10.png,1920,1080
lift,694,560,181,244,bottom 11.png,1920,1080
lift,716,551,105,212,bottom 12.png,1920,1080
lift,1008,563,139,244,bottom 13.png,1920,1080
lift,997,605,249,266,bottom 14.png,1920,1080
lift,748,571,153,345,bottom 15.png,1920,1080
lift,1116,557,153,289,bottom 16.png,1920,1080
lift,742,577,105,246,bottom 17.png,1920,1080
lift,654,639,178,198,bottom 18.png,1920,1080
lift,1082,597,144,218,bottom 19.png,1920,1080
lift,762,611,130,241,bottom 2.png,1920,1080
lift,1068,588,127,241,bottom 20.png,1920,1080
lift,668,588,156,235,bottom 3.png,1920,1080
lift,915,594,232,275,bottom 4.png,1920,1080
lift,903,605,286,255,bottom 5.png,1920,1080
lift,748,568,119,246,bottom 6.png,1920,1080
lift,1153,614,142,204,bottom 7.png,1920,1080
lift,685,588,153,235,bottom 8.png,1920,1080
lift,988,605,176,244,bottom 9.png,1920,1080
lift,892,523,99,275,bottom1.png,1920,1080
lift,1079,582,181,249,bottom10.png,1920,1080
lift,1090,546,156,221,bottom11.png,1920,1080
lift,773,580,99,252,bottom12.png,1920,1080
lift,697,532,122,212,bottom13.png,1920,1080
lift,1096,588,164,201,bottom14.png,1920,1080
lift,1059,608,241,204,bottom15.png,1920,1080
lift,796,554,110,249,bottom16.png,1920,1080
lift,756,554,113,232,bottom17.png,1920,1080
lift,1102,557,113,232,bottom18.png,1920,1080
lift,1014,537,159,246,bottom19.png,1920,1080
lift,940,523,113,246,bottom2.png,1920,1080
lift,657,577,184,201,bottom20.png,1920,1080
lift,1002,517,65,255,bottom3.png,1920,1080
lift,790,537,153,238,bottom4.png,1920,1080
lift,680,548,173,210,bottom5.png,1920,1080
lift,1062,557,144,238,bottom6.png,1920,1080
lift,688,563,105,238,bottom7.png,1920,1080
lift,694,532,184,232,bottom8.png,1920,1080
lift,991,574,173,244,bottom9.png,1920,1080
lift,524,453,93,145,lb1 (1).png,1366,768
lift,709,414,79,159,lb1 (10).png,1366,768
lift,643,513,222,119,lb1 (11).png,1366,768
lift,562,420,99,161,lb1 (12).png,1366,768
lift,508,412,123,155,lb1 (13).png,1366,768
lift,705,442,165,179,lb1 (14).png,1366,768
lift,637,410,123,191,lb1 (15).png,1366,768
lift,500,418,151,171,lb1 (16).png,1366,768
lift,677,438,135,169,lb1 (17).png,1366,768
lift,719,432,95,167,lb1 (2).png,1366,768
lift,600,450,123,151,lb1 (3).png,1366,768
lift,512,434,93,137,lb1 (4).png,1366,768
lift,496,438,139,167,lb1 (5).png,1366,768
lift,685,479,181,127,lb1 (6).png,1366,768
lift,534,420,91,163,lb1 (7).png,1366,768
lift,671,467,210,155,lb1 (8).png,1366,768
lift,528,408,95,179,lb1 (9).png,1366,768
lift,881,534,96,261,lob (1).png,1920,1080
lift,1073,582,187,255,lob (10).png,1920,1080
lift,1093,551,156,215,lob (11).png,1920,1080
lift,770,585,96,241,lob (12).png,1920,1080
lift,691,532,130,212,lob (13).png,1920,1080
lift,1096,588,164,207,lob (14).png,1920,1080
lift,1068,599,244,215,lob (15).png,1920,1080
lift,804,543,102,258,lob (16).png,1920,1080
lift,765,548,105,244,lob (17).png,1920,1080
lift,1093,554,119,227,lob (18).png,1920,1080
lift,1005,537,161,246,lob (19).png,1920,1080
lift,940,517,113,249,lob (2).png,1920,1080
lift,660,580,184,198,lob (20).png,1920,1080
lift,997,526,71,241,lob (3).png,1920,1080
lift,796,537,150,238,lob (4).png,1920,1080
lift,674,551,181,204,lob (5).png,1920,1080
lift,1062,557,139,238,lob (6).png,1920,1080
lift,685,560,113,235,lob (7).png,1920,1080
lift,694,520,187,232,lob (8).png,1920,1080
lift,994,568,170,249,lob (9).png,1920,1080
